    5.31 4.04E-1 4.81E-1
    5.34 4.02E-1 4.79E-1
    5.37 4.00E-1 4.77E-1
    5.40 3.98E-1 4.75E-1
    5.43 3.96E-1 4.73E-1
    5.46 3.94E-1 4.71E-1
    5.49 3.92E-1 4.70E-1
    5.52 3.90E-1 4.68E-1
    5.55 3.88E-1 4.66E-1
    5.58 3.86E-1 4.74E-1
    5.61 3.85E-1 4.58E-1
    5.64 3.83E-1 4.71E-1
    5.67 3.81E-1 4.77E-1
    5.70 3.79E-1 4.71E-1
    5.73 3.77E-1 4.77E-1
    5.76 3.76E-1 4.82E-1
    5.79 3.74E-1 4.86E-1
    5.82 3.72E-1 4.80E-1
    5.85 3.71E-1 4.84E-1
    5.88 3.69E-1 4.80E-1
    5.91 3.67E-1 5.09E-1
    5.94 3.65E-1 4.93E-1
    5.97 3.63E-1 4.92E-1
    6.00 3.61E-1 4.91E-1
    6.03 3.59E-1 4.84E-1
    6.06 3.57E-1 4.80E-1
    6.09 3.55E-1 4.98E-1
    6.12 3.53E-1 4.76E-1
    6.15 3.51E-1 4.69E-1
    6.19 3.49E-1 4.64E-1
    6.22 3.47E-1 4.64E-1
    6.25 3.46E-1 4.63E-1
    6.28 3.44E-1 4.65E-1
    6.31 3.42E-1 4.69E-1
    6.34 3.41E-1 4.61E-1
    6.37 3.39E-1 4.66E-1
    6.40 3.38E-1 4.59E-1
    6.43 3.37E-1 4.53E-1
    6.46 3.35E-1 4.53E-1
    6.49 3.34E-1 4.50E-1
    6.52 3.33E-1 4.49E-1
    6.55 3.32E-1 4.37E-1
    6.58 3.31E-1 4.42E-1
    6.61 3.30E-1 4.60E-1
    6.64 3.29E-1 4.46E-1
    6.67 3.28E-1 4.50E-1
    6.70 3.27E-1 4.70E-1
    6.73 3.25E-1 4.70E-1
    6.76 3.23E-1 4.79E-1
    6.79 3.22E-1 4.74E-1
    6.82 3.21E-1 4.55E-1
    6.85 3.20E-1 4.71E-1
    6.88 3.19E-1 4.65E-1
    6.91 3.18E-1 4.44E-1
    6.94 3.17E-1 4.55E-1
    6.97 3.17E-1 4.51E-1
    7.00 3.16E-1 4.54E-1
    7.03 3.15E-1 4.43E-1
    7.06 3.14E-1 4.26E-1
    7.09 3.13E-1 4.24E-1
    7.12 3.13E-1 4.38E-1
    7.15 3.13E-1 4.24E-1
    7.18 3.13E-1 4.22E-1
    7.21 3.14E-1 4.23E-1
    7.24 3.15E-1 4.23E-1
    7.27 3.16E-1 4.23E-1
    7.30 3.17E-1 4.23E-1
    7.33 3.19E-1 4.24E-1
    7.36 3.21E-1 4.24E-1
    7.39 3.23E-1 4.24E-1
    7.42 3.25E-1 4.25E-1
    7.46 3.28E-1 4.26E-1
    7.49 3.31E-1 4.27E-1
    7.52 3.34E-1 4.29E-1
    7.55 3.37E-1 4.32E-1
    7.58 3.40E-1 4.34E-1
    7.64 3.47E-1 4.40E-1
    7.70 3.55E-1 4.45E-1
    7.76 3.63E-1 4.50E-1
    7.82 3.72E-1 4.56E-1
    7.88 3.82E-1 4.61E-1
    7.94 3.92E-1 4.66E-1
    8.00 4.02E-1 4.71E-1
    8.06 4.08E-1 4.76E-1
    8.12 4.16E-1 4.81E-1
    8.18 4.22E-1 4.87E-1
    8.24 4.28E-1 4.93E-1
    8.30 4.32E-1 5.00E-1
    8.36 4.37E-1 5.09E-1
    8.42 4.43E-1 5.18E-1
    8.48 4.50E-1 5.28E-1
    8.54 4.59E-1 5.39E-1
    8.60 4.68E-1 5.52E-1
    8.66 4.79E-1 5.65E-1
    8.73 4.92E-1 5.79E-1
    8.79 5.05E-1 5.94E-1
    8.85 5.19E-1 6.09E-1
    8.91 5.33E-1 6.20E-1
    8.97 5.56E-1 6.38E-1
    9.03 5.77E-1 6.50E-1
    9.09 5.99E-1 6.61E-1
    9.15 6.22E-1 6.72E-1
    9.21 6.46E-1 6.82E-1
    9.27 6.71E-1 6.91E-1
    9.33 6.89E-1 6.99E-1
    9.39 7.00E-1 7.07E-1
    9.45 7.06E-1 7.13E-1
    9.51 7.09E-1 7.17E-1
    9.57 7.09E-1 7.20E-1
    9.63 7.08E-1 7.22E-1
    9.69 7.03E-1 7.21E-1
    9.75 6.97E-1 7.18E-1
    9.81 6.89E-1 7.13E-1
    9.87 6.78E-1 7.06E-1
    9.94 6.66E-1 7.02E-1
   10.00 6.59E-1 6.91E-1
   10.06 6.50E-1 6.84E-1
   10.12 6.41E-1 6.78E-1
   10.18 6.31E-1 6.73E-1
   10.24 6.20E-1 6.67E-1
   10.30 6.10E-1 6.61E-1
   10.36 5.98E-1 6.55E-1
   10.42 5.87E-1 6.48E-1
   10.48 5.76E-1 6.42E-1
   10.54 5.64E-1 6.35E-1
   10.60 5.52E-1 6.28E-1
   10.66 5.41E-1 6.22E-1
   10.72 5.30E-1 6.15E-1
   10.78 5.19E-1 6.08E-1
   10.84 5.08E-1 6.02E-1
   10.90 4.98E-1 5.95E-1
   10.96 4.88E-1 5.89E-1
   11.02 4.78E-1 5.83E-1
   11.08 4.69E-1 5.77E-1
   11.14 4.61E-1 5.71E-1
   11.21 4.53E-1 5.65E-1
   11.27 4.45E-1 5.59E-1
   11.33 4.38E-1 5.54E-1
   11.39 4.32E-1 5.49E-1
   11.45 4.26E-1 5.44E-1
   11.51 4.21E-1 5.39E-1
   11.57 4.15E-1 5.34E-1
   11.63 4.09E-1 5.30E-1
   11.69 4.03E-1 5.26E-1
   11.75 3.97E-1 5.22E-1
   11.81 3.91E-1 5.18E-1
   11.87 3.84E-1 5.14E-1
   11.93 3.77E-1 5.11E-1
   11.99 3.70E-1 5.08E-1
   12.05 3.65E-1 5.05E-1
   12.11 3.59E-1 5.02E-1
   12.17 3.53E-1 4.99E-1
   12.23 3.47E-1 4.97E-1
   12.29 3.42E-1 4.94E-1
   12.35 3.36E-1 4.92E-1
   12.41 3.31E-1 4.90E-1
   12.48 3.26E-1 4.88E-1
   12.54 3.21E-1 4.86E-1
   12.60 3.17E-1 4.85E-1
   12.66 3.13E-1 4.83E-1
   12.72 3.09E-1 4.81E-1
   12.78 3.05E-1 4.80E-1
   12.84 3.01E-1 4.79E-1
   12.90 2.98E-1 4.77E-1
   12.96 2.95E-1 4.76E-1
   13.02 2.91E-1 4.75E-1
   13.08 2.89E-1 4.74E-1
   13.14 2.86E-1 4.72E-1
   13.20 2.83E-1 4.71E-1
   13.26 2.81E-1 4.70E-1
   13.32 2.79E-1 4.69E-1
   13.38 2.77E-1 4.68E-1
   13.44 2.75E-1 4.67E-1
   13.50 2.73E-1 4.66E-1
   13.56 2.72E-1 4.65E-1
   13.62 2.70E-1 4.64E-1
   13.69 2.69E-1 4.64E-1
   13.75 2.68E-1 4.63E-1
   13.81 2.67E-1 4.62E-1
   13.87 2.67E-1 4.61E-1
   13.93 2.66E-1 4.61E-1
   13.99 2.65E-1 4.60E-1
   14.15 2.65E-1 4.59E-1
   14.24 2.65E-1 4.59E-1
   14.32 2.65E-1 4.60E-1
   14.41 2.66E-1 4.61E-1
   14.49 2.66E-1 4.62E-1
   14.58 2.67E-1 4.64E-1
   14.66 2.68E-1 4.67E-1
   14.75 2.70E-1 4.70E-1
   14.83 2.71E-1 4.75E-1
   14.92 2.73E-1 4.86E-1
   15.00 2.75E-1 5.09E-1
   15.09 2.77E-1 5.49E-1
   15.17 2.79E-1 5.67E-1
   15.25 2.81E-1 5.72E-1
   15.34 2.84E-1 5.52E-1
   15.42 2.86E-1 5.29E-1
   15.51 2.89E-1 5.15E-1
   15.59 2.91E-1 5.10E-1
   15.68 2.94E-1 5.07E-1
   15.76 2.97E-1 5.05E-1
   15.85 3.00E-1 5.04E-1
   15.93 3.03E-1 5.04E-1
   16.02 3.06E-1 5.03E-1
   16.10 3.09E-1 5.04E-1
   16.19 3.13E-1 5.05E-1
   16.27 3.16E-1 5.06E-1
   16.36 3.19E-1 5.06E-1
   16.44 3.22E-1 5.07E-1
   16.53 3.25E-1 5.07E-1
   16.61 3.29E-1 5.07E-1
   16.69 3.32E-1 5.08E-1
   16.78 3.35E-1 5.08E-1
   16.86 3.38E-1 5.08E-1
   16.95 3.39E-1 5.08E-1
   17.03 3.43E-1 5.08E-1
   17.12 3.46E-1 5.08E-1
   17.20 3.47E-1 5.08E-1
   17.29 3.49E-1 5.08E-1
   17.37 3.50E-1 5.07E-1
   17.46 3.52E-1 5.07E-1
   17.54 3.52E-1 5.07E-1
   17.63 3.54E-1 5.06E-1
   17.71 3.55E-1 5.06E-1
   17.80 3.56E-1 5.05E-1
   17.88 3.56E-1 5.04E-1
   17.96 3.57E-1 5.04E-1
   18.05 3.57E-1 5.03E-1
   18.13 3.57E-1 5.02E-1
   18.22 3.57E-1 5.01E-1
   18.30 3.57E-1 5.00E-1
   18.39 3.56E-1 5.00E-1
   18.47 3.54E-1 4.99E-1
   18.56 3.53E-1 4.98E-1
   18.64 3.51E-1 4.96E-1
   18.73 3.50E-1 4.95E-1
   18.81 3.48E-1 4.94E-1
   18.90 3.47E-1 4.93E-1
   18.98 3.46E-1 4.92E-1
   19.07 3.44E-1 4.90E-1
   19.15 3.42E-1 4.89E-1
   19.23 3.40E-1 4.88E-1
   19.32 3.37E-1 4.86E-1
   19.40 3.35E-1 4.85E-1
   19.49 3.32E-1 4.84E-1
   19.57 3.29E-1 4.82E-1
   19.66 3.24E-1 4.81E-1
   19.74 3.24E-1 4.79E-1
   19.83 3.20E-1 4.77E-1
   19.91 3.18E-1 4.76E-1
   20.00 3.17E-1 4.74E-1
   20.08 3.14E-1 4.73E-1
   20.17 3.10E-1 4.71E-1
   20.25 3.07E-1 4.69E-1
   20.34 3.04E-1 4.68E-1
   20.42 3.01E-1 4.66E-1
   20.50 2.99E-1 4.64E-1
   20.59 2.97E-1 4.62E-1
   20.76 2.94E-1 4.59E-1
   20.93 2.89E-1 4.55E-1
   21.10 2.85E-1 4.51E-1
   21.27 2.82E-1 4.48E-1
   21.44 2.77E-1 4.44E-1
   21.61 2.72E-1 4.40E-1
   21.78 2.69E-1 4.36E-1
   21.94 2.65E-1 4.32E-1
   22.11 2.60E-1 4.29E-1
   22.28 2.57E-1 4.25E-1
   22.45 2.53E-1 4.21E-1
   22.62 2.50E-1 4.17E-1
   22.79 2.46E-1 4.13E-1
   22.96 2.42E-1 4.09E-1
   23.13 2.40E-1 4.06E-1
   23.30 2.37E-1 4.02E-1
   23.47 2.33E-1 3.98E-1
   23.64 2.31E-1 3.95E-1
   23.81 2.28E-1 3.91E-1
   23.98 2.25E-1 3.88E-1
   24.15 2.22E-1 3.84E-1
   24.32 2.20E-1 3.81E-1
   24.48 2.18E-1 3.77E-1
   24.65 2.15E-1 3.74E-1
   24.82 2.12E-1 3.71E-1
   24.99 2.10E-1 3.68E-1
   25.16 2.07E-1 3.65E-1
   25.33 2.05E-1 3.62E-1
   25.50 2.03E-1 3.59E-1
   25.67 2.00E-1 3.56E-1
   25.84 1.98E-1 3.53E-1
   26.01 1.96E-1 3.50E-1
   26.18 1.94E-1 3.48E-1
   26.35 1.92E-1 3.45E-1
   26.52 1.90E-1 3.43E-1
   26.69 1.88E-1 3.40E-1
   26.86 1.86E-1 3.38E-1
   27.02 1.84E-1 3.35E-1
   27.19 1.82E-1 3.33E-1
   27.36 1.80E-1 3.30E-1
   27.53 1.78E-1 3.28E-1
   27.70 1.77E-1 3.26E-1
   27.87 1.75E-1 3.23E-1
   28.04 1.73E-1 3.21E-1
   28.21 1.72E-1 3.19E-1
   28.38 1.70E-1 3.16E-1
   28.55 1.68E-1 3.14E-1
   28.72 1.67E-1 3.12E-1
   28.89 1.65E-1 3.09E-1
   29.06 1.64E-1 3.06E-1
   29.23 1.62E-1 3.04E-1
   29.40 1.60E-1 3.01E-1
   29.57 1.59E-1 2.98E-1
   29.73 1.58E-1 2.95E-1
   29.85 1.57E-1 2.92E-1
   29.90 1.57E-1 2.92E-1
   30.03 1.55E-1 2.89E-1
   30.20 1.54E-1 2.87E-1
   30.37 1.53E-1 2.84E-1
   30.55 1.52E-1 2.82E-1
   30.73 1.50E-1 2.79E-1
   30.90 1.49E-1 2.77E-1
   31.08 1.47E-1 2.74E-1
   31.26 1.46E-1 2.72E-1
   31.44 1.44E-1 2.69E-1
   31.62 1.43E-1 2.67E-1
   31.81 1.42E-1 2.64E-1
   31.99 1.41E-1 2.62E-1
   32.17 1.40E-1 2.60E-1
   32.36 1.39E-1 2.57E-1
   32.55 1.37E-1 2.55E-1
   32.73 1.36E-1 2.53E-1
   32.92 1.35E-1 2.51E-1
   33.11 1.33E-1 2.48E-1
   33.30 1.32E-1 2.46E-1
   33.50 1.31E-1 2.44E-1
   33.69 1.30E-1 2.42E-1
   33.88 1.29E-1 2.40E-1
   34.08 1.28E-1 2.38E-1
   34.28 1.27E-1 2.36E-1
   34.47 1.26E-1 2.34E-1
   34.67 1.25E-1 2.32E-1
   34.87 1.23E-1 2.30E-1
   35.08 1.22E-1 2.28E-1
   35.28 1.21E-1 2.26E-1
   35.48 1.20E-1 2.24E-1
   35.69 1.19E-1 2.22E-1
   35.89 1.18E-1 2.20E-1
   36.10 1.17E-1 2.18E-1
   36.31 1.16E-1 2.16E-1
   36.52 1.15E-1 2.14E-1
   36.73 1.14E-1 2.12E-1
   36.94 1.13E-1 2.10E-1
   37.15 1.12E-1 2.08E-1
   37.37 1.11E-1 2.06E-1
   37.58 1.10E-1 2.05E-1
   37.80 1.09E-1 2.03E-1
   38.02 1.08E-1 2.01E-1
   38.24 1.07E-1 1.99E-1
   38.46 1.06E-1 1.97E-1
   38.68 1.05E-1 1.95E-1
   38.90 1.04E-1 1.93E-1
   39.13 1.03E-1 1.92E-1
   39.36 1.02E-1 1.90E-1
   39.58 1.01E-1 1.88E-1
   39.81 1.00E-1 1.86E-1
   40.04 9.90E-2 1.84E-1
   40.27 9.82E-2 1.83E-1
   40.50 9.72E-2 1.81E-1
   40.74 9.62E-2 1.79E-1
   40.97 9.54E-2 1.77E-1
   41.21 9.44E-2 1.76E-1
   41.45 9.36E-2 1.74E-1
   41.69 9.26E-2 1.72E-1
   41.93 9.16E-2 1.71E-1
   42.17 9.08E-2 1.69E-1
   42.41 8.98E-2 1.67E-1
   42.66 8.90E-2 1.66E-1
   42.90 8.81E-2 1.64E-1
   43.15 8.73E-2 1.62E-1
   43.40 8.63E-2 1.61E-1
   43.65 8.55E-2 1.59E-1
   43.90 8.46E-2 1.57E-1
   44.16 8.38E-2 1.56E-1
   44.41 8.28E-2 1.54E-1
   44.67 8.21E-2 1.53E-1
   44.93 8.11E-2 1.51E-1
   45.19 8.04E-2 1.50E-1
   45.45 7.96E-2 1.48E-1
   45.71 7.87E-2 1.47E-1
   45.97 7.80E-2 1.45E-1
   46.24 7.71E-2 1.44E-1
   46.51 7.63E-2 1.42E-1
   46.77 7.56E-2 1.41E-1
   47.04 7.47E-2 1.39E-1
   47.32 7.40E-2 1.38E-1
   47.59 7.33E-2 1.36E-1
   47.86 7.26E-2 1.35E-1
   48.14 7.17E-2 1.34E-1
   48.42 7.10E-2 1.32E-1
   48.70 7.03E-2 1.31E-1
   48.98 6.97E-2 1.30E-1
   49.26 6.90E-2 1.28E-1
   49.55 6.83E-2 1.27E-1
   49.83 6.74E-2 1.26E-1
   50.12 6.68E-2 1.24E-1
   50.41 6.61E-2 1.23E-1
   50.70 6.54E-2 1.22E-1
   50.99 6.48E-2 1.21E-1
   51.29 6.41E-2 1.19E-1
   51.58 6.35E-2 1.18E-1
   51.88 6.28E-2 1.17E-1
   52.18 6.22E-2 1.16E-1
   52.48 6.15E-2 1.14E-1
   52.78 6.08E-2 1.13E-1
   53.09 6.02E-2 1.12E-1
   53.39 5.96E-2 1.11E-1
   53.70 5.89E-2 1.10E-1
   54.01 5.83E-2 1.09E-1
   54.33 5.76E-2 1.07E-1
   54.64 5.70E-2 1.06E-1
   54.95 5.65E-2 1.05E-1
   55.27 5.59E-2 1.04E-1
   55.59 5.53E-2 1.03E-1
   55.91 5.47E-2 1.02E-1
   56.23 5.41E-2 1.01E-1
   56.56 5.36E-2 9.97E-2
   56.89 5.30E-2 9.87E-2
   57.21 5.24E-2 9.76E-2
   57.54 5.18E-2 9.66E-2
   57.88 5.14E-2 9.56E-2
   58.21 5.08E-2 9.46E-2
   58.55 5.03E-2 9.36E-2
   58.88 4.98E-2 9.26E-2
   59.22 4.92E-2 9.16E-2
   59.57 4.87E-2 9.07E-2
   59.91 4.82E-2 8.97E-2
   60.26 4.77E-2 8.87E-2
   60.60 4.72E-2 8.78E-2
   60.95 4.67E-2 8.69E-2
   61.31 4.62E-2 8.59E-2
   61.66 4.57E-2 8.50E-2
   62.02 4.52E-2 8.41E-2
   62.37 4.47E-2 8.32E-2
   62.73 4.42E-2 8.24E-2
   63.10 4.38E-2 8.15E-2
   63.46 4.33E-2 8.06E-2
   63.83 4.28E-2 7.98E-2
   64.19 4.24E-2 7.89E-2
   64.57 4.20E-2 7.81E-2
   64.94 4.15E-2 7.73E-2
   65.31 4.11E-2 7.65E-2
   65.69 4.06E-2 7.57E-2
   66.07 4.02E-2 7.49E-2
   66.45 3.98E-2 7.41E-2
   66.83 3.93E-2 7.33E-2
   67.22 3.89E-2 7.25E-2
   67.61 3.85E-2 7.18E-2
   68.00 3.81E-2 7.10E-2
   68.39 3.78E-2 7.03E-2
   68.79 3.74E-2 6.95E-2
   69.18 3.70E-2 6.88E-2
   69.58 3.66E-2 6.81E-2
   69.98 3.62E-2 6.74E-2
   70.39 3.58E-2 6.67E-2
   70.79 3.54E-2 6.60E-2
   71.20 3.51E-2 6.53E-2
   71.61 3.47E-2 6.46E-2
   72.03 3.43E-2 6.39E-2
   72.44 3.40E-2 6.33E-2
   72.86 3.37E-2 6.26E-2
   73.28 3.33E-2 6.20E-2
   73.71 3.29E-2 6.13E-2
   74.13 3.26E-2 6.07E-2
   74.56 3.23E-2 6.01E-2
   74.99 3.20E-2 5.95E-2
   75.42 3.16E-2 5.88E-2
   75.86 3.13E-2 5.82E-2
   76.30 3.10E-2 5.77E-2
   76.74 3.06E-2 5.71E-2
   77.18 3.04E-2 5.65E-2
   77.62 3.00E-2 5.59E-2
   78.07 2.97E-2 5.54E-2
   78.52 2.94E-2 5.48E-2
   78.98 2.91E-2 5.42E-2
   79.43 2.88E-2 5.37E-2
   79.89 2.86E-2 5.32E-2
   80.35 2.83E-2 5.26E-2
   80.82 2.80E-2 5.21E-2
   81.28 2.77E-2 5.16E-2
   81.75 2.75E-2 5.11E-2
   82.22 2.71E-2 5.05E-2
   82.70 2.69E-2 5.00E-2
   83.18 2.66E-2 4.95E-2
   83.66 2.64E-2 4.91E-2
   84.14 2.61E-2 4.86E-2
   84.63 2.58E-2 4.81E-2
   85.11 2.56E-2 4.76E-2
   85.61 2.53E-2 4.71E-2
   86.10 2.51E-2 4.67E-2
   86.60 2.48E-2 4.62E-2
   87.10 2.46E-2 4.57E-2
   87.60 2.43E-2 4.53E-2
   88.10 2.41E-2 4.48E-2
   88.61 2.38E-2 4.44E-2
   89.13 2.36E-2 4.39E-2
   89.64 2.33E-2 4.35E-2
   90.16 2.31E-2 4.30E-2
   90.68 2.29E-2 4.26E-2
   91.20 2.27E-2 4.22E-2
   91.73 2.24E-2 4.17E-2
   92.26 2.22E-2 4.13E-2
   92.79 2.20E-2 4.09E-2
   93.33 2.18E-2 4.05E-2
   93.86 2.16E-2 4.01E-2
   94.41 2.13E-2 3.97E-2
   94.95 2.11E-2 3.93E-2
   95.50 2.09E-2 3.89E-2
   96.05 2.07E-2 3.85E-2
   96.61 2.05E-2 3.82E-2
   97.16 2.03E-2 3.78E-2
   97.72 2.01E-2 3.74E-2
   98.29 1.99E-2 3.70E-2
   98.86 1.97E-2 3.67E-2
   99.43 1.95E-2 3.63E-2
  100.00 1.93E-2 3.60E-2
  100.60 1.92E-2 3.56E-2
  101.20 1.90E-2 3.52E-2
  101.70 1.87E-2 3.49E-2
  102.30 1.87E-2 3.45E-2
